matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
barrier2-1,3805068,113076,113076,0,r,10230398.300083,0,33.650536,10,7031,2881209,923859,75.72,3703406,101662,97.328,2874909,930159,75.555,191.783936,163.633148,201.140991,174.200256,175.615997,173.280258,176.953339,1.172036,0.95348,1.100939,1.092064,1.106785,1.083811,0.0,4.2122e-08,1.18824e-16,7.08766e-12,9.29054e-12,9.29054e-12,9.29054e-12,156.040192,1.229068,5.33899e-08
para-9,5416358,155924,155924,0,r,10441524.348986,0,34.737167,8,6931,4248068,1168290,78.43,5240827,175531,96.759,3769028,1647330,69.586,243.769348,204.756989,264.445892,228.436005,213.94841,216.763397,223.531006,1.19053,0.921812,1.067123,1.139384,1.124587,1.090539,0.0,4.4405e-08,1.1908e-16,8.48557e-12,5.72978e-12,5.72978e-12,5.72978e-12,194.023422,1.256391,5.42575e-08
barrier2-4,3805068,113076,113076,0,r,10230392.203235,0,33.650536,10,7031,2857763,947305,75.104,3703401,101667,97.328,2874909,930159,75.555,191.890427,163.611649,200.963806,174.211105,175.927292,173.260803,176.970749,1.172841,0.954851,1.101482,1.090737,1.107524,1.084306,0.0,4.74917e-08,1.19786e-16,8.82543e-12,1.11168e-11,1.11168e-11,1.11168e-11,156.102661,1.229258,6.66997e-08
ship_003,8086034,121728,121728,1,r,10428519468615.148,0,66.427067,18,144,4461168,3624866,55.17100000000001,8009991,76043,99.06,6514443,1571591,80.56400000000001,269.181946,209.77562,270.398499,225.612473,225.240067,220.839935,231.16185,1.28319,0.995501,1.193116,1.195089,1.218901,1.164474,0.0,4.25239e-08,1.23041e-16,1.58212e-12,1.28148e-11,1.28148e-11,1.28148e-11,200.743942,1.340922,6.89068e-08
Fault_639,28614564,638802,638802,1,r,69566884724.2095,0,44.794105,15,318,1479216,27135348,5.169,24331685,4282879,85.033,10258818,18355746,35.852000000000004,1068.911621,904.369141,1100.221191,1043.968506,1003.662354,1007.895569,1043.099609,1.181942,0.971542,1.023893,1.065011,1.060538,1.024745,0.0,4.57751e-08,1.30809e-16,4.36377e-11,2.43037e-11,2.43037e-11,2.43037e-11,857.597961,1.246402,6.79408e-08
barrier2-12,3897557,115625,115625,0,r,10555551.788214,0,33.708601,8,8437,2953216,944341,75.771,3795948,101609,97.393,2965593,931964,76.089,206.276611,180.148224,223.843903,189.548965,192.254974,188.648453,190.599167,1.145038,0.92152,1.08825,1.072933,1.093444,1.082253,0.0,4.85968e-08,1.31264e-16,7.89026e-12,1.02415e-11,1.02415e-11,1.02415e-11,171.018234,1.206167,6.36437e-08
para-7,5416358,155924,155924,0,r,9470910.719891,0,34.737167,8,6931,4248058,1168300,78.43,5237214,179144,96.693,3765234,1651124,69.516,237.935623,204.792831,264.313171,227.569702,213.651459,216.505341,223.620102,1.161836,0.900203,1.045551,1.113663,1.098983,1.064017,0.0,4.40629e-08,1.34781e-16,9.79106e-12,6.28666e-12,6.28666e-12,6.28666e-12,193.975296,1.226628,6.63691e-08
para-5,5416358,155924,155924,0,r,9514219.399477,0,34.737167,8,6931,4248061,1168297,78.43,5237159,179199,96.69200000000001,3763512,1652846,69.484,237.780991,204.706818,264.0914,227.804794,214.192123,216.600571,223.533051,1.161568,0.900374,1.043793,1.110129,1.097786,1.06374,0.0,5.28788e-08,1.36961e-16,1.0611e-11,7.48658e-12,7.48658e-12,7.48658e-12,193.872894,1.226479,7.26386e-08
barrier2-11,3897557,115625,115625,0,r,10555547.985004,0,33.708601,8,8437,2953459,944098,75.777,3795948,101609,97.393,2965593,931964,76.089,206.215164,180.137985,223.888794,189.431519,192.189438,188.974075,190.5961,1.144762,0.921061,1.0886,1.072979,1.091235,1.081948,0.0,4.56528e-08,1.41734e-16,8.03333e-12,1.00963e-11,1.00963e-11,1.00963e-11,171.013123,1.205844,6.10282e-08
para-4,5326228,153226,153226,0,r,9646595.256219,0,34.760602,10,5776,4169704,1156524,78.286,5148268,177960,96.65899999999999,3690097,1636131,69.282,233.452545,200.982529,255.704544,225.09465,210.023422,210.196487,219.078659,1.161556,0.912978,1.037131,1.111555,1.11064,1.065611,0.0,5.24597e-08,1.42073e-16,1.03541e-11,6.30936e-10,6.30936e-10,6.30936e-10,190.565369,1.225052,6.39126e-08
para-10,5416358,155924,155924,0,r,9859012.584405,0,34.737167,8,6931,4248070,1168288,78.43,5238435,177923,96.71499999999999,3765326,1651032,69.518,246.360062,204.818436,264.352997,228.08316,213.850113,216.35379,223.583237,1.202822,0.931936,1.080133,1.152022,1.138691,1.101872,0.0,4.52006e-08,1.42342e-16,1.03867e-11,6.85144e-12,6.85144e-12,6.85144e-12,193.942535,1.270273,6.68351e-08
