matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
aug3dcqp,128115,35543,35543,1,r,111191.51816,0,3.604507,2,9,0,128115,0.0,117213,10902,91.49000000000001,128115,0,100.0,8.076416,7.78256,8.17392,8.161728,7.832832,7.82848,7.8872,1.037758,0.988071,0.989547,1.031098,1.031671,1.02399,0.0,4.43499e-08,0.0,7.28402e-11,4.43499e-08,4.43499e-08,4.43499e-08,7.539648,1.071193,4.55516e-08
c-73,1279274,169422,169422,1,r,4.468673,0,7.550814,2,39937,553658,725616,43.279,1088905,190369,85.119,1136921,142353,88.872,633.068054,624.85022,681.299438,668.2146,619.101318,625.437012,634.234253,1.013152,0.929207,0.947402,1.02256,1.012201,0.998161,0.0,4.46421e-08,1.18373e-10,4.3605e-10,4.43515e-08,4.43515e-08,4.43515e-08,590.437134,1.072202,5.76067e-08
fp,848553,7548,7548,0,r,58424.310665,0,112.420906,18,957,783794,64759,92.368,848318,235,99.97200000000001,848553,0,100.0,38.852608,30.034208,34.145569,30.806112,30.330912,30.366272,30.753471,1.293612,1.137852,1.261198,1.280957,1.279466,1.263357,0.0,4.47259e-08,2.24898e-16,6.58162e-14,4.47259e-08,4.47259e-08,4.47259e-08,29.107679,1.334789,4.74099e-08
baxter,111576,27441,30733,0,r,168.211034,0,4.066033,1,2951,13395,98181,12.005,90765,20811,81.348,111576,0,100.0,68.442017,67.900322,71.309631,69.473473,67.680161,68.583549,68.356285,1.007978,0.959786,0.985153,1.011257,0.997936,1.001254,0.0,4.53652e-08,8.61294e-14,6.72018e-11,4.53652e-08,4.53652e-08,4.53652e-08,64.193665,1.06618,5.91853e-08
rajat18,485143,94294,94294,0,r,0.009752,0,5.145004,1,28747,472928,12215,97.482,442619,42524,91.235,411045,74098,84.727,898.901428,598.081238,694.054443,748.004517,611.242004,622.555298,862.585999,1.502975,1.295145,1.201733,1.470615,1.44389,1.042101,0.0,4.99482e-08,1.90734e-10,5.22556e-12,4.94033e-08,4.94033e-08,4.94033e-08,562.974426,1.5967,5.4455e-08
c-68,566006,64810,64810,1,r,73.887062,0,8.733313,2,2774,395298,170708,69.84,565651,355,99.937,566006,0,100.0,83.935165,54.90704,89.751747,64.015587,55.643646,56.240479,56.455872,1.528678,0.935193,1.311168,1.508441,1.492433,1.486739,0.0,5.09806e-08,1.68342e-14,1.67568e-13,5.09806e-08,5.09806e-08,5.09806e-08,52.420704,1.601183,8.29399e-08
aft01,125567,8205,8205,1,r,796387586.219119,0,15.303717,8,21,67358,58209,53.642999999999994,125566,1,99.99900000000001,125567,0,100.0,8.167808,8.042944,8.899776,8.204896,8.115168,8.133952,8.203744,1.015525,0.917754,0.99548,1.006487,1.004162,0.99562,0.0,5.2301e-08,4.69491e-21,1.30618e-19,5.2301e-08,5.2301e-08,5.2301e-08,7.797536,1.047486,5.23011e-08
3D_28984_Tetra,599170,28984,28984,0,r,4.339335004438181e+16,0,20.67244,12,3817,575766,23404,96.09400000000001,598042,1128,99.812,599170,0,100.0,77.103203,45.608799,55.934238,50.584385,48.647072,46.138145,49.369152,1.690534,1.378462,1.524249,1.584951,1.671138,1.561769,0.0,5.54058e-08,3.16659e-24,1.75829e-15,5.54058e-08,5.54058e-08,5.54058e-08,44.438335,1.735061,5.54058e-08
c-52,202716,23948,23948,1,r,1085516389.017412,0,8.46484,2,1714,118474,84242,58.443,202712,4,99.998,202716,0,100.0,30.966593,30.628223,32.332382,31.20768,31.022079,31.295776,31.490784,1.011048,0.957758,0.992275,0.998211,0.989482,0.983354,0.0,6.19283e-08,3.90425e-19,1.9991e-16,6.19283e-08,6.19283e-08,6.19283e-08,29.441919,1.051786,6.19283e-08
2D_54019_highK,996414,54019,54019,0,r,35215474745.89156,0,18.445621,6,1426,869816,126598,87.295,996398,16,99.998,996414,0,100.0,73.096451,67.458206,83.645508,70.121246,67.919838,67.646591,69.909698,1.083581,0.873884,1.042429,1.076217,1.080564,1.045584,0.0,6.42094e-08,8.99814e-17,1.02419e-16,6.42094e-08,6.42094e-08,6.42094e-08,62.108383,1.176918,6.41959e-08
FullChip,26621990,2987012,2987012,0,r,0.000271,0,8.912582,1,2312481,26620995,995,99.996,26600466,21524,99.919,26567890,54100,99.797,24439.115234,24002.955078,24885.527344,24899.785156,25473.566406,24926.357422,25048.648438,1.018171,0.982061,0.981499,0.959391,0.980453,0.975666,0.0,6.95231e-08,6.09567e-12,1.01681e-14,6.94974e-08,6.94974e-08,6.94974e-08,23360.035156,1.046193,3.49501e-08
