matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
appu,1853104,14000,14000,0,r,0.010955,0,132.364571,12,294,1841670,11434,99.383,283078,1570026,15.276,0,1853104,0.0,33.888287,25.328863,27.149792,35.960094,33.43235,33.341312,33.503426,1.337932,1.248197,0.942386,1.013638,1.016405,1.011487,0.0,4.48321e-08,3.15027e-08,4.77609e-10,0.0,0.0,0.0,23.988256,1.412703,8.15323e-08
stat96v2,2852184,29089,957432,0,r,0.086495,0,98.05026,97,3232,2110432,741752,73.994,77568,2774616,2.7199999999999998,0,2852184,0.0,72.606461,54.568447,74.897278,79.832222,76.918304,76.576256,77.257858,1.330558,0.969414,0.909488,0.943943,0.948159,0.939794,0.0,4.07527e-08,2.43686e-08,6.23387e-10,0.0,0.0,0.0,53.476894,1.357716,7.86156e-08
stat96v3,3317736,33841,1113780,0,r,0.086496,0,98.038947,97,3760,2454944,862792,73.995,90240,3227496,2.7199999999999998,0,3317736,0.0,82.043777,63.409409,84.332253,90.098846,88.959679,89.137245,89.513924,1.293874,0.972864,0.910597,0.922258,0.920421,0.916548,0.0,4.15264e-08,2.48406e-08,6.25173e-10,0.0,0.0,0.0,61.047585,1.343932,7.76073e-08
cont11_l,5382999,1468599,1961394,0,r,0.109051,0,3.665397,3,5,979998,4403001,18.205,979998,4403001,18.205,0,5382999,0.0,155.452423,122.451805,170.974152,170.989059,157.167709,156.024445,159.507111,1.269499,0.909216,0.909137,0.989086,0.996334,0.97458,0.0,2.66715e-08,1.85801e-11,1.85801e-11,0.0,0.0,0.0,109.5951,1.418425,4.72272e-08
lp_osa_60,1408073,10280,243246,0,r,0.283446,0,136.972082,18,173366,1125,1406948,0.08,0,1408073,0.0,0,1408073,0.0,799.121521,719.80719,1133.751221,1082.414917,1096.177124,1067.698486,1086.199341,1.110188,0.704847,0.738277,0.729008,0.748452,0.735704,0.0,4.48567e-08,1.93035e-10,0.0,0.0,0.0,0.0,696.793579,1.146855,5.53165e-07
cont1_l,7031999,1918399,1921596,0,r,0.109056,0,3.665556,3,5,1279998,5752001,18.201999999999998,1279998,5752001,18.201999999999998,0,7031999,0.0,194.944321,153.169083,215.029922,215.026245,193.973282,194.080673,198.535461,1.272739,0.906592,0.906607,1.005006,1.00445,0.981912,0.0,3.24681e-08,1.48885e-11,1.48885e-11,0.0,0.0,0.0,137.505157,1.417724,5.11056e-08
Dubcova3,3636649,146689,146689,1,r,0.014118,0,24.791559,9,49,3555496,81153,97.768,1943104,1693545,53.431,0,3636649,0.0,87.573021,77.180832,91.432129,108.715744,88.476768,88.240639,91.085823,1.134647,0.957793,0.805523,0.989785,0.992434,0.961434,0.0,4.4525e-08,2.66659e-08,1.51693e-16,0.0,0.0,0.0,70.428673,1.243429,7.05822e-08
Dubcova2,1030225,65025,65025,1,r,0.031217,0,15.843522,4,25,981584,48641,95.279,258064,772161,25.049,0,1030225,0.0,25.74128,21.833792,26.966721,31.121952,25.885536,25.465281,26.896896,1.178965,0.954557,0.82711,0.994427,1.010838,0.957035,0.0,4.42007e-08,2.54145e-08,1.26939e-16,0.0,0.0,0.0,19.451744,1.32334,6.9333e-08
torso1,8516500,116158,116158,0,r,0.155224,0,73.318239,9,3263,5534643,2981857,64.987,2290699,6225801,26.897,0,8516500,0.0,143.792282,108.719742,137.375366,144.378021,149.437286,148.647171,149.415741,1.322596,1.046711,0.995943,0.962225,0.96734,0.962364,0.0,4.35874e-08,2.30831e-09,3.51476e-10,0.0,0.0,0.0,104.358978,1.377862,7.60842e-08
torso2,1033473,115967,115967,0,r,0.049067,0,8.911785,5,10,913412,120061,88.383,279325,754148,27.028000000000002,0,1033473,0.0,33.037762,29.4576,40.140991,39.409569,33.086143,33.1432,34.232513,1.121536,0.823043,0.838318,0.998538,0.996819,0.965099,0.0,4.45375e-08,1.40478e-08,6.4567e-10,0.0,0.0,0.0,26.794336,1.233013,6.30835e-08
